KD2 vs codex-rust-v0.143.0 full semantic file inventory
Base: C:\Users\kuh\Desktop\codex-rust-v0.143.0\codex-rs
KD2:  C:\Users\kuh\Desktop\codexKD2\codex-rs
Source TSV: C:\Users\kuh\Desktop\kd4\kd2_vs_0_143_semantic_inventory.tsv
Columns: status | top | ext | base_bytes | kd2_bytes | rel
modified | core | .rs | 24473 | 6239 | core\tests\suite\request_plugin_install.rs
modified | core | .rs | 15824 | 15929 | core\tests\suite\request_user_input.rs
modified | core | .rs | 9381 | 9416 | core\tests\suite\responses_api_proxy_headers.rs
modified | core | .rs | 14670 | 10170 | core\tests\suite\responses_lite.rs
modified | core | .rs | 5136 | 5065 | core\tests\suite\resume_warning.rs
modified | core | .rs | 15703 | 15969 | core\tests\suite\resume.rs
modified | core | .rs | 37569 | 34445 | core\tests\suite\review.rs
modified | core | .rs | 107505 | 103903 | core\tests\suite\rmcp_client.rs
modified | core | .rs | 7893 | 7816 | core\tests\suite\rollout_list_find.rs
modified | core | .rs | 14406 | 14437 | core\tests\suite\safety_check_downgrade.rs
modified | core | .rs | 57418 | 57381 | core\tests\suite\search_tool.rs
modified | core | .rs | 9813 | 9798 | core\tests\suite\shell_command.rs
modified | core | .rs | 14418 | 14408 | core\tests\suite\shell_serialization.rs
modified | core | .rs | 26530 | 27016 | core\tests\suite\shell_snapshot.rs
modified | core | .rs | 9950 | 9985 | core\tests\suite\skill_approval.rs
modified | core | .rs | 5053 | 5056 | core\tests\suite\skills.rs
modified | core | .snap | 557 | 773 | core\tests\suite\snapshots\all__suite__additional_context__additional_context_simple_input.snap
modified | core | .snap | 1518 | 1547 | core\tests\suite\snapshots\all__suite__compact__pre_sampling_model_switch_compaction_shapes.snap
modified | core | .snap | 677 | 605 | core\tests\suite\snapshots\all__suite__compact__pre_turn_compaction_context_window_exceeded_shapes.snap
modified | core | .snap | 1130 | 1000 | core\tests\suite\snapshots\all__suite__compact__pre_turn_compaction_including_incoming_shapes.snap
modified | core | .snap | 701 | 562 | core\tests\suite\snapshots\all__suite__compact_remote__remote_pre_turn_compaction_failure_shapes.snap
modified | core | .snap | 4942 | 6353 | core\tests\suite\snapshots\all__suite__realtime_conversation__conversation_startup_context_current_thread_selects_many_turns_by_budget.snap
modified | core | .snap | 621 | 969 | core\tests\suite\snapshots\all__suite__token_budget__token_budget_new_context_window_tool_full_context.snap
modified | core | .rs | 9702 | 10000 | core\tests\suite\spawn_agent_description.rs
modified | core | .rs | 29154 | 29012 | core\tests\suite\sqlite_state.rs
modified | core | .rs | 4564 | 4634 | core\tests\suite\stream_error_allows_next_turn.rs
modified | core | .rs | 3322 | 3357 | core\tests\suite\stream_no_completed.rs
modified | core | .rs | 52359 | 47804 | core\tests\suite\subagent_notifications.rs
modified | core | .rs | 34360 | 15667 | core\tests\suite\token_budget.rs
modified | core | .rs | 19499 | 19674 | core\tests\suite\tool_harness.rs
modified | core | .rs | 15223 | 15293 | core\tests\suite\tool_parallelism.rs
modified | core | .rs | 25453 | 23079 | core\tests\suite\tools.rs
modified | core | .rs | 27873 | 27778 | core\tests\suite\truncation.rs
modified | core | .rs | 18866 | 18901 | core\tests\suite\unified_exec_zsh_fork_approvals.rs
modified | core | .rs | 117716 | 117887 | core\tests\suite\unified_exec.rs
modified | core | .rs | 3942 | 3767 | core\tests\suite\unstable_features_warning.rs
modified | core | .rs | 2891 | 2926 | core\tests\suite\user_notification.rs
modified | core | .rs | 19208 | 19182 | core\tests\suite\user_shell_cmd.rs
modified | core | .rs | 50369 | 52506 | core\tests\suite\view_image.rs
modified | core | .rs | 10126 | 8857 | core\tests\suite\web_search.rs
modified | core | .rs | 9630 | 9665 | core\tests\suite\websocket_fallback.rs
modified | core | .rs | 5563 | 5598 | core\tests\suite\window_headers.rs
modified | core | .rs | 12020 | 11936 | core\tests\suite\windows_sandbox.rs
modified | deny.toml | .toml | 17563 | 17037 | deny.toml
modified | docs | .md | 7539 | 7123 | docs\bazel.md
modified | docs | .md | 6966 | 6943 | docs\codex_mcp_interface.md
modified | exec-server | .bazel | 728 | 654 | exec-server\BUILD.bazel
modified | exec-server | .toml | 2317 | 1756 | exec-server\Cargo.toml
modified | exec-server | .md | 11116 | 10705 | exec-server\README.md
modified | exec-server | .rs | 5858 | 6093 | exec-server\src\client_api.rs
modified | exec-server | .rs | 14562 | 9006 | exec-server\src\client_transport.rs
modified | exec-server | .rs | 91677 | 62000 | exec-server\src\client.rs
modified | exec-server | .rs | 11445 | 10180 | exec-server\src\client\reqwest_http_client.rs
modified | exec-server | .rs | 3505 | 3397 | exec-server\src\client\rpc_http_client.rs
modified | exec-server | .rs | 29916 | 29913 | exec-server\src\connection.rs
modified | exec-server | .rs | 48224 | 37352 | exec-server\src\environment.rs
modified | exec-server | .rs | 14016 | 13192 | exec-server\src\fs_helper.rs
modified | exec-server | .rs | 25996 | 24745 | exec-server\src\fs_sandbox.rs
modified | exec-server | .rs | 5794 | 4111 | exec-server\src\lib.rs
modified | exec-server | .rs | 30495 | 26457 | exec-server\src\local_file_system.rs
modified | exec-server | .rs | 47431 | 35102 | exec-server\src\local_process.rs
modified | exec-server | .rs | 2461 | 2458 | exec-server\src\noise_relay\executor_stream_tests.rs
modified | exec-server | .rs | 7784 | 7687 | exec-server\src\noise_relay\executor_stream.rs
modified | exec-server | .rs | 27548 | 19377 | exec-server\src\noise_relay\harness.rs
modified | exec-server | .rs | 1689 | 1687 | exec-server\src\noise_relay\message_framing_tests.rs
modified | exec-server | .rs | 3600 | 3599 | exec-server\src\noise_relay\message_framing.rs
modified | exec-server | .rs | 8852 | 8142 | exec-server\src\process.rs
modified | exec-server | .rs | 16890 | 13780 | exec-server\src\relay_noise_tests.rs
modified | exec-server | .rs | 54381 | 50815 | exec-server\src\relay.rs
modified | exec-server | .rs | 7433 | 7285 | exec-server\src\remote_file_system_path_uri_tests.rs
modified | exec-server | .rs | 15828 | 13430 | exec-server\src\remote_file_system.rs
modified | exec-server | .rs | 3261 | 3454 | exec-server\src\remote_process.rs
modified | exec-server | .rs | 33273 | 19106 | exec-server\src\remote.rs
modified | exec-server | .rs | 29118 | 21950 | exec-server\src\rpc.rs
modified | exec-server | .rs | 12518 | 11053 | exec-server\src\sandboxed_file_system.rs
modified | exec-server | .rs | 2663 | 554 | exec-server\src\server.rs
modified | exec-server | .rs | 11289 | 8720 | exec-server\src\server\file_system_handler.rs
modified | exec-server | .rs | 14613 | 13109 | exec-server\src\server\handler.rs
modified | exec-server | .rs | 11082 | 10774 | exec-server\src\server\handler\tests.rs
modified | exec-server | .rs | 2109 | 1902 | exec-server\src\server\process_handler.rs
modified | exec-server | .rs | 23095 | 15316 | exec-server\src\server\processor.rs
modified | exec-server | .rs | 5799 | 4754 | exec-server\src\server\registry.rs
modified | exec-server | .rs | 8678 | 8129 | exec-server\src\server\session_registry.rs
modified | exec-server | .rs | 5809 | 5757 | exec-server\src\server\transport_tests.rs
modified | exec-server | .rs | 6233 | 5706 | exec-server\src\server\transport.rs
modified | exec-server | .rs | 1603 | 1466 | exec-server\testing\wine_exec_server.rs
modified | exec-server | .rs | 2288 | 2274 | exec-server\testing\wine_remote_test_runner.rs
modified | exec-server | .rs | 12875 | 8665 | exec-server\tests\common\exec_server.rs
modified | exec-server | .rs | 6761 | 6566 | exec-server\tests\common\mod.rs
modified | exec-server | .rs | 33861 | 30077 | exec-server\tests\exec_process.rs
modified | exec-server | .rs | 32834 | 29724 | exec-server\tests\file_system_unix.rs
modified | exec-server | .rs | 4060 | 1646 | exec-server\tests\file_system_windows.rs
modified | exec-server | .rs | 28365 | 21001 | exec-server\tests\file_system\shared.rs
modified | exec-server | .rs | 40371 | 38907 | exec-server\tests\http_client.rs
modified | exec-server | .rs | 22209 | 19907 | exec-server\tests\http_request.rs
modified | exec-server | .rs | 1148 | 1146 | exec-server\tests\initialize.rs
modified | exec-server | .rs | 14027 | 9646 | exec-server\tests\process.rs
modified | exec-server | .rs | 9693 | 11932 | exec-server\tests\relay.rs
modified | exec-server | .rs | 4546 | 4540 | exec-server\tests\websocket.rs
modified | exec | .rs | 2267 | 2812 | exec\src\cli_tests.rs
modified | exec | .rs | 9478 | 9827 | exec\src\cli.rs
modified | exec | .rs | 19872 | 19945 | exec\src\event_processor_with_human_output.rs
modified | exec | .rs | 5273 | 5238 | exec\src\event_processor_with_jsonl_output_tests.rs
modified | exec | .rs | 26419 | 28845 | exec\src\event_processor_with_jsonl_output.rs
modified | exec | .rs | 10381 | 10761 | exec\src\exec_events.rs
modified | exec | .rs | 26333 | 26741 | exec\src\lib_tests.rs
modified | exec | .rs | 71501 | 72026 | exec\src\lib.rs
modified | exec | .rs | 1218 | 1216 | exec\src\main_tests.rs
modified | exec | .rs | 61057 | 62555 | exec\tests\event_processor_with_json_output.rs
modified | exec | .rs | 21163 | 21162 | exec\tests\suite\resume.rs
modified | exec | .rs | 18482 | 18234 | exec\tests\suite\sandbox.rs
modified | execpolicy | .md | 4184 | 5563 | execpolicy\README.md
modified | ext | .toml | 612 | 578 | ext\extension-api\Cargo.toml
modified | ext | .rs | 3018 | 2946 | ext\extension-api\examples\enabled_extensions.rs
modified | ext | .rs | 2917 | 2887 | ext\extension-api\examples\enabled_extensions\shared_state_extension.rs
modified | ext | .rs | 11056 | 10435 | ext\extension-api\src\contributors.rs
modified | ext | .rs | 3570 | 2131 | ext\extension-api\src\contributors\mcp.rs
modified | ext | .rs | 3143 | 2935 | ext\extension-api\src\lib.rs
modified | ext | .rs | 13209 | 11727 | ext\extension-api\tests\registry.rs
modified | ext | .rs | 11488 | 11081 | ext\goal\src\api.rs
modified | ext | .md | 5261 | 5252 | ext\goal\templates\goals\continuation.md
modified | ext | .rs | 47060 | 47032 | ext\goal\tests\goal_extension_backend.rs
modified | ext | .toml | 1066 | 964 | ext\image-generation\Cargo.toml
modified | ext | .rs | 3946 | 3534 | ext\image-generation\src\extension.rs
modified | ext | .rs | 10658 | 10285 | ext\image-generation\src\tests.rs
modified | ext | .rs | 19398 | 17445 | ext\image-generation\src\tool.rs
modified | ext | .toml | 1059 | 1009 | ext\mcp\Cargo.toml
modified | ext | .rs | 7787 | 5192 | ext\mcp\src\executor_plugin.rs
modified | ext | .rs | 14609 | 8755 | ext\mcp\src\executor_plugin\provider_tests.rs
modified | ext | .rs | 4922 | 4073 | ext\mcp\src\executor_plugin\provider.rs
modified | ext | .rs | 1897 | 2148 | ext\mcp\src\lib.rs
modified | ext | .rs | 7098 | 4730 | ext\mcp\tests\executor_plugin_mcp.rs
modified | ext | .toml | 918 | 948 | ext\memories\Cargo.toml
modified | ext | .rs | 4057 | 6099 | ext\memories\src\extension.rs
modified | ext | .rs | 784 | 707 | ext\memories\src\lib.rs
modified | ext | .rs | 1569 | 1620 | ext\memories\src\local\path.rs
modified | ext | .rs | 1103 | 1139 | ext\memories\src\prompts_tests.rs
modified | ext | .rs | 1860 | 1427 | ext\memories\src\prompts.rs
modified | ext | .rs | 16834 | 18428 | ext\memories\src\tests.rs
modified | ext | .md | 6593 | 6359 | ext\memories\templates\memories\read_path.md
modified | ext | .toml | 979 | 1015 | ext\skills\Cargo.toml
modified | ext | .rs | 6577 | 6614 | ext\skills\src\catalog.rs
modified | ext | .rs | 459 | 346 | ext\skills\src\config.rs
modified | ext | .rs | 16168 | 15027 | ext\skills\src\extension.rs
modified | ext | .rs | 1960 | 1625 | ext\skills\src\fragments.rs
modified | ext | .rs | 494 | 477 | ext\skills\src\lib.rs
modified | ext | .rs | 2116 | 2092 | ext\skills\src\provider.rs
modified | ext | .rs | 6196 | 7676 | ext\skills\src\provider\executor.rs
modified | ext | .rs | 4331 | 4545 | ext\skills\src\provider\host.rs
modified | ext | .rs | 12936 | 13654 | ext\skills\src\provider\orchestrator.rs
modified | ext | .rs | 3698 | 2979 | ext\skills\src\render.rs
modified | ext | .rs | 3950 | 3783 | ext\skills\src\selection.rs
modified | ext | .rs | 6600 | 6393 | ext\skills\src\sources.rs
modified | ext | .rs | 8683 | 6531 | ext\skills\src\state.rs
modified | ext | .rs | 3397 | 3462 | ext\skills\src\tools\list.rs
modified | ext | .rs | 5443 | 5434 | ext\skills\src\tools\mod.rs
modified | ext | .rs | 3908 | 3899 | ext\skills\src\tools\read.rs
modified | ext | .rs | 10778 | 9723 | ext\skills\tests\executor_file_system_authority.rs
modified | ext | .rs | 31163 | 21835 | ext\skills\tests\skills_extension.rs
modified | ext | .rs | 7633 | 6426 | ext\web-search\src\extension.rs
modified | ext | .rs | 7030 | 6760 | ext\web-search\src\history.rs
modified | external-agent-migration | .rs | 72701 | 71765 | external-agent-migration\src\lib.rs
modified | external-agent-sessions | .rs | 15219 | 15185 | external-agent-sessions\src\export.rs
modified | features | .rs | 9308 | 5247 | features\src\feature_configs.rs
modified | features | .rs | 47103 | 43308 | features\src\lib.rs
modified | features | .rs | 24422 | 25487 | features\src\tests.rs
modified | feedback | .toml | 475 | 477 | feedback\Cargo.toml
modified | feedback | .rs | 34380 | 31667 | feedback\src\lib.rs
modified | file-search | .toml | 692 | 835 | file-search\Cargo.toml
modified | file-search | .rs | 38826 | 41295 | file-search\src\lib.rs
modified | file-system | .toml | 433 | 373 | file-system\Cargo.toml
modified | file-system | .rs | 17975 | 7657 | file-system\src\lib.rs
modified | git-utils | .rs | 37238 | 44756 | git-utils\src\info.rs
modified | git-utils | .rs | 1431 | 1495 | git-utils\src\lib.rs
modified | git-utils | .rs | 4100 | 11474 | git-utils\src\operations.rs
modified | hooks | .rs | 7160 | 5140 | hooks\src\engine\schema_loader.rs
modified | linux-sandbox | .toml | 1187 | 1144 | linux-sandbox\Cargo.toml
modified | linux-sandbox | .rs | 28790 | 26463 | linux-sandbox\src\proxy_routing.rs
modified | linux-sandbox | .rs | 32277 | 32201 | linux-sandbox\tests\suite\landlock.rs
modified | login | .toml | 1587 | 1631 | login\Cargo.toml
modified | login | .rs | 20071 | 3886 | login\src\auth\agent_identity.rs
modified | login | .rs | 76816 | 58672 | login\src\auth\auth_tests.rs
modified | login | .rs | 5480 | 5239 | login\src\auth\bedrock_api_key_tests.rs
modified | login | .rs | 1363 | 1368 | login\src\auth\bedrock_api_key.rs
modified | login | .rs | 12916 | 9670 | login\src\auth\default_client.rs
modified | login | .rs | 5755 | 5760 | login\src\auth\external_bearer.rs
modified | login | .rs | 97200 | 80115 | login\src\auth\manager.rs
modified | login | .rs | 2747 | 2263 | login\src\auth\personal_access_token_tests.rs
modified | login | .rs | 3683 | 3382 | login\src\auth\personal_access_token.rs
modified | login | .rs | 5933 | 5827 | login\src\auth\revoke.rs
modified | login | .rs | 26565 | 22598 | login\src\auth\storage_tests.rs
modified | login | .rs | 17918 | 16427 | login\src\auth\storage.rs
modified | login | .rs | 7323 | 7119 | login\src\device_code_auth.rs
modified | login | .rs | 1971 | 1866 | login\src\lib.rs
modified | login | .rs | 49193 | 48487 | login\src\server.rs
modified | login | .rs | 41587 | 41502 | login\tests\suite\auth_refresh.rs
modified | login | .rs | 11275 | 11167 | login\tests\suite\device_code_login.rs
modified | login | .rs | 22008 | 21708 | login\tests\suite\login_server_e2e.rs
modified | login | .rs | 8788 | 8603 | login\tests\suite\logout.rs
modified | mcp-server | .rs | 15474 | 15630 | mcp-server\src\codex_tool_config.rs
modified | mcp-server | .rs | 17206 | 22916 | mcp-server\src\codex_tool_runner.rs
modified | mcp-server | .rs | 4812 | 4340 | mcp-server\src\exec_approval.rs
modified | mcp-server | .rs | 9280 | 9303 | mcp-server\src\lib.rs
modified | mcp-server | .rs | 21912 | 21815 | mcp-server\src\message_processor.rs
modified | mcp-server | .rs | 4388 | 4366 | mcp-server\src\patch_approval.rs
modified | mcp-server | .rs | 14004 | 13986 | mcp-server\tests\common\mcp_process.rs
modified | mcp-server | .rs | 18508 | 18460 | mcp-server\tests\suite\codex_tool.rs
modified | memories | .rs | 4691 | 4711 | memories\write\src\lib.rs
modified | memories | .rs | 29658 | 28416 | memories\write\src\phase1.rs
modified | memories | .rs | 12872 | 12105 | memories\write\src\runtime.rs
modified | memories | .rs | 27914 | 27881 | memories\write\src\startup_tests.rs
modified | memories | .rs | 8223 | 8359 | memories\write\src\storage.rs
modified | memories | .rs | 4317 | 4346 | memories\write\src\workspace.rs
modified | memories | .md | 51237 | 51244 | memories\write\templates\memories\consolidation.md
modified | memories | .md | 30449 | 30464 | memories\write\templates\memories\stage_one_system.md
modified | model-provider-info | .toml | 623 | 672 | model-provider-info\Cargo.toml
modified | model-provider-info | .rs | 21102 | 20405 | model-provider-info\src\lib.rs
modified | model-provider-info | .rs | 15564 | 14688 | model-provider-info\src\model_provider_info_tests.rs
modified | model-provider | .toml | 998 | 993 | model-provider\Cargo.toml
modified | model-provider | .rs | 9854 | 9839 | model-provider\src\amazon_bedrock\auth.rs
modified | model-provider | .rs | 6683 | 3685 | model-provider\src\amazon_bedrock\catalog.rs
modified | model-provider | .rs | 2429 | 2541 | model-provider\src\amazon_bedrock\error_tests.rs
modified | model-provider | .rs | 765 | 751 | model-provider\src\amazon_bedrock\error.rs
modified | model-provider | .rs | 10024 | 9071 | model-provider\src\amazon_bedrock\mod.rs
modified | model-provider | .rs | 20812 | 5786 | model-provider\src\auth.rs
modified | model-provider | .rs | 831 | 659 | model-provider\src\lib.rs
modified | model-provider | .rs | 10901 | 10084 | model-provider\src\models_endpoint.rs
modified | model-provider | .rs | 26508 | 24478 | model-provider\src\provider.rs
modified | models-manager | .toml | 872 | 921 | models-manager\Cargo.toml
modified | models-manager | .json | 203351 | 114767 | models-manager\models.json
modified | models-manager | .md | 20903 | 7872 | models-manager\prompt.md
modified | models-manager | .rs | 1321 | 1320 | models-manager\src\collaboration_mode_presets_tests.rs
modified | models-manager | .rs | 2277 | 2276 | models-manager\src\collaboration_mode_presets.rs
modified | models-manager | .rs | 805 | 983 | models-manager\src\lib.rs
modified | models-manager | .rs | 35296 | 34168 | models-manager\src\manager_tests.rs
modified | models-manager | .rs | 20364 | 19300 | models-manager\src\manager.rs
modified | models-manager | .rs | 2187 | 2361 | models-manager\src\model_info_tests.rs
modified | models-manager | .rs | 5438 | 5324 | models-manager\src\model_info.rs
modified | network-proxy | .toml | 1622 | 1464 | network-proxy\Cargo.toml
modified | network-proxy | .md | 9474 | 9504 | network-proxy\README.md
modified | network-proxy | .rs | 36069 | 25528 | network-proxy\src\certs.rs
modified | network-proxy | .rs | 28916 | 28234 | network-proxy\src\config.rs
modified | network-proxy | .rs | 59463 | 50774 | network-proxy\src\http_proxy.rs
modified | network-proxy | .rs | 2896 | 2473 | network-proxy\src\lib.rs
modified | network-proxy | .rs | 34240 | 34197 | network-proxy\src\mitm_hook.rs
modified | network-proxy | .rs | 13110 | 10717 | network-proxy\src\mitm_tests.rs
modified | network-proxy | .rs | 19674 | 17876 | network-proxy\src\mitm.rs
modified | network-proxy | .rs | 33586 | 30604 | network-proxy\src\network_policy.rs
modified | network-proxy | .rs | 55256 | 43514 | network-proxy\src\proxy.rs
modified | network-proxy | .rs | 74021 | 67983 | network-proxy\src\runtime.rs
modified | network-proxy | .rs | 42601 | 37443 | network-proxy\src\socks5.rs
modified | network-proxy | .rs | 16268 | 15996 | network-proxy\src\state.rs
modified | otel | .toml | 1783 | 1832 | otel\Cargo.toml
modified | otel | .md | 5077 | 6595 | otel\README.md
modified | otel | .rs | 47365 | 49626 | otel\src\events\session_telemetry.rs
modified | otel | .rs | 2885 | 3016 | otel\src\lib.rs
modified | otel | .rs | 18677 | 17692 | otel\src\metrics\client.rs
modified | otel | .rs | 14032 | 13020 | otel\src\trace_context.rs
modified | otel | .rs | 30960 | 31623 | otel\tests\suite\otel_export_routing_policy.rs
modified | otel | .rs | 4900 | 5234 | otel\tests\suite\runtime_summary.rs
modified | otel | .rs | 5315 | 4165 | otel\tests\suite\snapshot.rs
modified | plugin | .toml | 518 | 474 | plugin\Cargo.toml
modified | plugin | .rs | 2496 | 3072 | plugin\src\lib.rs
modified | plugin | .rs | 8539 | 7961 | plugin\src\load_outcome.rs
modified | plugin | .rs | 6445 | 5582 | plugin\src\manifest.rs
modified | plugin | .rs | 4656 | 4195 | plugin\src\provider_tests.rs
modified | plugin | .rs | 4081 | 4222 | plugin\src\provider.rs
modified | prompts | .rs | 844 | 1211 | prompts\src\lib.rs
modified | prompts | .rs | 16309 | 17057 | prompts\src\permissions_instructions_tests.rs
modified | prompts | .rs | 14488 | 14701 | prompts\src\permissions_instructions.rs
modified | prompts | .rs | 716 | 655 | prompts\src\review_exit_tests.rs
modified | prompts | .rs | 1291 | 1290 | prompts\src\review_exit.rs
modified | prompts | .rs | 2034 | 3808 | prompts\src\review_request_tests.rs
modified | prompts | .rs | 5678 | 6781 | prompts\src\review_request.rs
modified | prompts | .md | 3084 | 950 | prompts\templates\apply_patch_tool_instructions.md
modified | prompts | .md | 5261 | 5252 | prompts\templates\goals\continuation.md
modified | prompts | .md | 4913 | 1859 | prompts\templates\realtime\backend_prompt.md
modified | prompts | .xml | 247 | 225 | prompts\templates\review\exit_success.xml
modified | protocol | .rs | 6005 | 5680 | protocol\src\account.rs
modified | protocol | .rs | 16430 | 16130 | protocol\src\approvals.rs
modified | protocol | .rs | 5950 | 4130 | protocol\src\auth.rs
modified | protocol | .rs | 1702 | 1003 | protocol\src\capabilities.rs
modified | protocol | .rs | 28902 | 28891 | protocol\src\config_types.rs
modified | protocol | .rs | 5915 | 7116 | protocol\src\dynamic_tools.rs
modified | protocol | .rs | 21810 | 21712 | protocol\src\error_tests.rs
modified | protocol | .rs | 23441 | 24437 | protocol\src\error.rs
modified | protocol | .rs | 20553 | 20901 | protocol\src\items.rs
modified | protocol | .rs | 722 | 828 | protocol\src\lib.rs
modified | protocol | .rs | 560 | 1476 | protocol\src\memory_citation.rs
modified | protocol | .rs | 126684 | 117930 | protocol\src\models.rs
modified | protocol | .rs | 39717 | 46727 | protocol\src\openai_models.rs
modified | protocol | .rs | 801 | 2368 | protocol\src\plan_tool.rs
modified | protocol | .md | 20903 | 8001 | protocol\src\prompts\base_instructions\default.md
modified | protocol | .rs | 215844 | 197674 | protocol\src\protocol.rs
modified | protocol | .rs | 2122 | 3610 | protocol\src\request_user_input.rs
modified | protocol | .rs | 1915 | 2354 | protocol\src\tool_name.rs
modified | protocol | .rs | 4021 | 6630 | protocol\src\user_input.rs
modified | README.md | .md | 84 | 516 | README.md
modified | realtime-webrtc | .toml | 528 | 515 | realtime-webrtc\Cargo.toml
modified | realtime-webrtc | .rs | 2329 | 2379 | realtime-webrtc\src\lib.rs
modified | rmcp-client | .toml | 2505 | 2541 | rmcp-client\Cargo.toml
modified | rmcp-client | .rs | 16782 | 12095 | rmcp-client\src\auth_status.rs
modified | rmcp-client | .rs | 30818 | 27503 | rmcp-client\src\bin\test_stdio_server.rs
modified | rmcp-client | .rs | 19130 | 19182 | rmcp-client\src\bin\test_streamable_http_server.rs
modified | rmcp-client | .rs | 10482 | 8760 | rmcp-client\src\elicitation_client_service.rs
modified | rmcp-client | .rs | 20481 | 20255 | rmcp-client\src\http_client_adapter.rs
modified | rmcp-client | .rs | 1890 | 1489 | rmcp-client\src\lib.rs
modified | rmcp-client | .rs | 30069 | 28496 | rmcp-client\src\perform_oauth_login.rs
modified | rmcp-client | .rs | 43329 | 43361 | rmcp-client\src\rmcp_client.rs
modified | rmcp-client | .rs | 22237 | 21900 | rmcp-client\src\stdio_server_launcher.rs
modified | rmcp-client | .rs | 13805 | 10366 | rmcp-client\tests\streamable_http_oauth_startup.rs
modified | rmcp-client | .rs | 13250 | 13036 | rmcp-client\tests\streamable_http_test_support.rs
modified | rollout-trace | .md | 8345 | 9590 | rollout-trace\README.md
modified | rollout-trace | .rs | 17773 | 17707 | rollout-trace\src\inference.rs
modified | rollout-trace | .rs | 5244 | 5446 | rollout-trace\src\model\mod.rs
modified | rollout-trace | .rs | 4383 | 1414 | rollout-trace\src\protocol_event_tests.rs
modified | rollout-trace | .rs | 21219 | 17569 | rollout-trace\src\protocol_event.rs
modified | rollout-trace | .rs | 35775 | 34469 | rollout-trace\src\reducer\conversation_tests.rs
modified | rollout-trace | .rs | 17849 | 17735 | rollout-trace\src\reducer\conversation\normalize.rs
modified | rollout-trace | .rs | 19316 | 19455 | rollout-trace\src\reducer\mod.rs
modified | rollout-trace | .rs | 34499 | 34261 | rollout-trace\src\reducer\tool\agents_tests.rs
modified | rollout-trace | .rs | 32534 | 32428 | rollout-trace\src\reducer\tool\agents.rs
modified | rollout | .toml | 1064 | 1058 | rollout\Cargo.toml
modified | rollout | .rs | 18656 | 19682 | rollout\src\compression_tests.rs
modified | rollout | .rs | 37121 | 37008 | rollout\src\compression.rs
modified | rollout | .rs | 2824 | 2870 | rollout\src\lib.rs
modified | rollout | .rs | 50998 | 49929 | rollout\src\list.rs
modified | rollout | .rs | 14490 | 12570 | rollout\src\metadata_tests.rs
modified | rollout | .rs | 15606 | 15299 | rollout\src\metadata.rs
modified | rollout | .rs | 6795 | 6578 | rollout\src\policy.rs
modified | rollout | .rs | 41526 | 38514 | rollout\src\recorder_tests.rs
modified | rollout | .rs | 66211 | 60621 | rollout\src\recorder.rs
modified | rollout | .rs | 11254 | 11212 | rollout\src\search.rs
modified | rollout | .rs | 10817 | 10628 | rollout\src\session_index_tests.rs
modified | rollout | .rs | 6903 | 6113 | rollout\src\state_db_tests.rs
modified | rollout | .rs | 22578 | 22998 | rollout\src\state_db.rs
modified | rollout | .rs | 54650 | 51610 | rollout\src\tests.rs
modified | sandboxing | .toml | 936 | 809 | sandboxing\Cargo.toml
modified | sandboxing | .rs | 3751 | 3723 | sandboxing\src\landlock.rs
modified | sandboxing | .rs | 2754 | 1847 | sandboxing\src\lib.rs
modified | sandboxing | .rs | 21393 | 14925 | sandboxing\src\manager_tests.rs
modified | sandboxing | .rs | 26839 | 15894 | sandboxing\src\manager.rs
modified | sandboxing | .rs | 52077 | 50197 | sandboxing\src\seatbelt_tests.rs
modified | sandboxing | .rs | 27965 | 26967 | sandboxing\src\seatbelt.rs
modified | shell-command | .toml | 723 | 754 | shell-command\Cargo.toml
modified | shell-command | .rs | 5261 | 5637 | shell-command\src\command_safety\is_dangerous_command.rs
modified | shell-command | .rs | 26058 | 25230 | shell-command\src\command_safety\is_safe_command.rs
modified | shell-command | .rs | 202 | 252 | shell-command\src\command_safety\mod.rs
modified | shell-command | .ps1 | 9439 | 10019 | shell-command\src\command_safety\powershell_parser.ps1
modified | shell-command | .rs | 12626 | 10926 | shell-command\src\command_safety\powershell_parser.rs
modified | shell-command | .rs | 21509 | 21726 | shell-command\src\command_safety\windows_dangerous_commands.rs
modified | shell-command | .rs | 20687 | 17554 | shell-command\src\command_safety\windows_safe_commands.rs
modified | shell-command | .rs | 269 | 288 | shell-command\src\lib.rs
modified | shell-command | .rs | 84475 | 97372 | shell-command\src\parse_command.rs
modified | shell-command | .rs | 9084 | 25886 | shell-command\src\powershell.rs
modified | shell-escalation | .md | 1641 | 1453 | shell-escalation\README.md
modified | skills | .md | 14338 | 14342 | skills\src\assets\samples\openai-docs\references\prompting-guide.md
modified | skills | .md | 11308 | 11311 | skills\src\assets\samples\openai-docs\references\upgrade-guide.md
modified | skills | .md | 18747 | 18672 | skills\src\assets\samples\openai-docs\SKILL.md
modified | skills | .md | 9179 | 8581 | skills\src\assets\samples\plugin-creator\references\plugin-json-spec.md
modified | skills | .py | 21180 | 20307 | skills\src\assets\samples\plugin-creator\scripts\validate_plugin.py
modified | skills | .md | 22047 | 22046 | skills\src\assets\samples\skill-creator\SKILL.md
modified | skills | .md | 3367 | 3366 | skills\src\assets\samples\skill-installer\SKILL.md
modified | state | .rs | 23051 | 21230 | state\src\extract.rs
modified | state | .rs | 4268 | 4003 | state\src\lib.rs
modified | state | .rs | 25462 | 24814 | state\src\log_db.rs
