KD2 vs codex-rust-v0.143.0 full semantic file inventory
Base: C:\Users\kuh\Desktop\codex-rust-v0.143.0\codex-rs
KD2:  C:\Users\kuh\Desktop\codexKD2\codex-rs
Source TSV: C:\Users\kuh\Desktop\kd4\kd2_vs_0_143_semantic_inventory.tsv
Columns: status | top | ext | base_bytes | kd2_bytes | rel
same | app-server-protocol | .ts | 228 | 228 | app-server-protocol\schema\typescript\v2\ThreadActiveFlag.ts
same | app-server-protocol | .ts | 381 | 381 | app-server-protocol\schema\typescript\v2\ThreadApproveGuardianDeniedActionParams.ts
same | app-server-protocol | .ts | 232 | 232 | app-server-protocol\schema\typescript\v2\ThreadApproveGuardianDeniedActionResponse.ts
same | app-server-protocol | .ts | 217 | 217 | app-server-protocol\schema\typescript\v2\ThreadArchivedNotification.ts
same | app-server-protocol | .ts | 210 | 210 | app-server-protocol\schema\typescript\v2\ThreadArchiveParams.ts
same | app-server-protocol | .ts | 212 | 212 | app-server-protocol\schema\typescript\v2\ThreadArchiveResponse.ts
same | app-server-protocol | .ts | 215 | 215 | app-server-protocol\schema\typescript\v2\ThreadClosedNotification.ts
same | app-server-protocol | .ts | 215 | 215 | app-server-protocol\schema\typescript\v2\ThreadCompactStartParams.ts
same | app-server-protocol | .ts | 217 | 217 | app-server-protocol\schema\typescript\v2\ThreadCompactStartResponse.ts
same | app-server-protocol | .ts | 216 | 216 | app-server-protocol\schema\typescript\v2\ThreadDeletedNotification.ts
same | app-server-protocol | .ts | 209 | 209 | app-server-protocol\schema\typescript\v2\ThreadDeleteParams.ts
same | app-server-protocol | .ts | 211 | 211 | app-server-protocol\schema\typescript\v2\ThreadDeleteResponse.ts
same | app-server-protocol | .ts | 1750 | 1750 | app-server-protocol\schema\typescript\v2\ThreadForkParams.ts
same | app-server-protocol | .ts | 417 | 417 | app-server-protocol\schema\typescript\v2\ThreadGoal.ts
same | app-server-protocol | .ts | 220 | 220 | app-server-protocol\schema\typescript\v2\ThreadGoalClearedNotification.ts
same | app-server-protocol | .ts | 212 | 212 | app-server-protocol\schema\typescript\v2\ThreadGoalClearParams.ts
same | app-server-protocol | .ts | 214 | 214 | app-server-protocol\schema\typescript\v2\ThreadGoalClearResponse.ts
same | app-server-protocol | .ts | 210 | 210 | app-server-protocol\schema\typescript\v2\ThreadGoalGetParams.ts
same | app-server-protocol | .ts | 267 | 267 | app-server-protocol\schema\typescript\v2\ThreadGoalGetResponse.ts
same | app-server-protocol | .ts | 360 | 360 | app-server-protocol\schema\typescript\v2\ThreadGoalSetParams.ts
same | app-server-protocol | .ts | 260 | 260 | app-server-protocol\schema\typescript\v2\ThreadGoalSetResponse.ts
same | app-server-protocol | .ts | 265 | 265 | app-server-protocol\schema\typescript\v2\ThreadGoalStatus.ts
same | app-server-protocol | .ts | 309 | 309 | app-server-protocol\schema\typescript\v2\ThreadGoalUpdatedNotification.ts
same | app-server-protocol | .ts | 209 | 209 | app-server-protocol\schema\typescript\v2\ThreadHistoryMode.ts
same | app-server-protocol | .ts | 381 | 381 | app-server-protocol\schema\typescript\v2\ThreadInjectItemsParams.ts
same | app-server-protocol | .ts | 216 | 216 | app-server-protocol\schema\typescript\v2\ThreadInjectItemsResponse.ts
same | app-server-protocol | .ts | 742 | 742 | app-server-protocol\schema\typescript\v2\ThreadListResponse.ts
same | app-server-protocol | .ts | 360 | 360 | app-server-protocol\schema\typescript\v2\ThreadLoadedListParams.ts
same | app-server-protocol | .ts | 438 | 438 | app-server-protocol\schema\typescript\v2\ThreadLoadedListResponse.ts
same | app-server-protocol | .ts | 669 | 669 | app-server-protocol\schema\typescript\v2\ThreadMetadataGitInfoUpdateParams.ts
same | app-server-protocol | .ts | 542 | 542 | app-server-protocol\schema\typescript\v2\ThreadMetadataUpdateParams.ts
same | app-server-protocol | .ts | 257 | 257 | app-server-protocol\schema\typescript\v2\ThreadMetadataUpdateResponse.ts
same | app-server-protocol | .ts | 241 | 241 | app-server-protocol\schema\typescript\v2\ThreadNameUpdatedNotification.ts
same | app-server-protocol | .ts | 305 | 305 | app-server-protocol\schema\typescript\v2\ThreadReadParams.ts
same | app-server-protocol | .ts | 247 | 247 | app-server-protocol\schema\typescript\v2\ThreadReadResponse.ts
same | app-server-protocol | .ts | 364 | 364 | app-server-protocol\schema\typescript\v2\ThreadRealtimeAudioChunk.ts
same | app-server-protocol | .ts | 319 | 319 | app-server-protocol\schema\typescript\v2\ThreadRealtimeClosedNotification.ts
same | app-server-protocol | .ts | 315 | 315 | app-server-protocol\schema\typescript\v2\ThreadRealtimeErrorNotification.ts
same | app-server-protocol | .ts | 386 | 386 | app-server-protocol\schema\typescript\v2\ThreadRealtimeItemAddedNotification.ts
same | app-server-protocol | .ts | 418 | 418 | app-server-protocol\schema\typescript\v2\ThreadRealtimeOutputAudioDeltaNotification.ts
same | app-server-protocol | .ts | 318 | 318 | app-server-protocol\schema\typescript\v2\ThreadRealtimeSdpNotification.ts
same | app-server-protocol | .ts | 455 | 455 | app-server-protocol\schema\typescript\v2\ThreadRealtimeStartedNotification.ts
same | app-server-protocol | .ts | 445 | 445 | app-server-protocol\schema\typescript\v2\ThreadRealtimeStartTransport.ts
same | app-server-protocol | .ts | 421 | 421 | app-server-protocol\schema\typescript\v2\ThreadRealtimeTranscriptDeltaNotification.ts
same | app-server-protocol | .ts | 417 | 417 | app-server-protocol\schema\typescript\v2\ThreadRealtimeTranscriptDoneNotification.ts
same | app-server-protocol | .ts | 605 | 605 | app-server-protocol\schema\typescript\v2\ThreadResumeInitialTurnsPageParams.ts
same | app-server-protocol | .ts | 525 | 525 | app-server-protocol\schema\typescript\v2\ThreadRollbackResponse.ts
same | app-server-protocol | .ts | 264 | 264 | app-server-protocol\schema\typescript\v2\ThreadSearchResult.ts
same | app-server-protocol | .ts | 224 | 224 | app-server-protocol\schema\typescript\v2\ThreadSetNameParams.ts
same | app-server-protocol | .ts | 212 | 212 | app-server-protocol\schema\typescript\v2\ThreadSetNameResponse.ts
same | app-server-protocol | .ts | 312 | 312 | app-server-protocol\schema\typescript\v2\ThreadSettingsUpdatedNotification.ts
same | app-server-protocol | .ts | 510 | 510 | app-server-protocol\schema\typescript\v2\ThreadShellCommandParams.ts
same | app-server-protocol | .ts | 217 | 217 | app-server-protocol\schema\typescript\v2\ThreadShellCommandResponse.ts
same | app-server-protocol | .ts | 188 | 188 | app-server-protocol\schema\typescript\v2\ThreadSource.ts
same | app-server-protocol | .ts | 331 | 331 | app-server-protocol\schema\typescript\v2\ThreadSourceKind.ts
same | app-server-protocol | .ts | 254 | 254 | app-server-protocol\schema\typescript\v2\ThreadStartedNotification.ts
same | app-server-protocol | .ts | 1292 | 1292 | app-server-protocol\schema\typescript\v2\ThreadStartParams.ts
same | app-server-protocol | .ts | 206 | 206 | app-server-protocol\schema\typescript\v2\ThreadStartSource.ts
same | app-server-protocol | .ts | 376 | 376 | app-server-protocol\schema\typescript\v2\ThreadStatus.ts
same | app-server-protocol | .ts | 296 | 296 | app-server-protocol\schema\typescript\v2\ThreadStatusChangedNotification.ts
same | app-server-protocol | .ts | 345 | 345 | app-server-protocol\schema\typescript\v2\ThreadTokenUsage.ts
same | app-server-protocol | .ts | 332 | 332 | app-server-protocol\schema\typescript\v2\ThreadTokenUsageUpdatedNotification.ts
same | app-server-protocol | .ts | 219 | 219 | app-server-protocol\schema\typescript\v2\ThreadUnarchivedNotification.ts
same | app-server-protocol | .ts | 212 | 212 | app-server-protocol\schema\typescript\v2\ThreadUnarchiveParams.ts
same | app-server-protocol | .ts | 252 | 252 | app-server-protocol\schema\typescript\v2\ThreadUnarchiveResponse.ts
same | app-server-protocol | .ts | 214 | 214 | app-server-protocol\schema\typescript\v2\ThreadUnsubscribeParams.ts
same | app-server-protocol | .ts | 305 | 305 | app-server-protocol\schema\typescript\v2\ThreadUnsubscribeResponse.ts
same | app-server-protocol | .ts | 239 | 239 | app-server-protocol\schema\typescript\v2\ThreadUnsubscribeStatus.ts
same | app-server-protocol | .ts | 314 | 314 | app-server-protocol\schema\typescript\v2\TokenUsageBreakdown.ts
same | app-server-protocol | .ts | 307 | 307 | app-server-protocol\schema\typescript\v2\ToolRequestUserInputAnswer.ts
same | app-server-protocol | .ts | 319 | 319 | app-server-protocol\schema\typescript\v2\ToolRequestUserInputOption.ts
same | app-server-protocol | .ts | 484 | 484 | app-server-protocol\schema\typescript\v2\ToolRequestUserInputParams.ts
same | app-server-protocol | .ts | 509 | 509 | app-server-protocol\schema\typescript\v2\ToolRequestUserInputQuestion.ts
same | app-server-protocol | .ts | 415 | 415 | app-server-protocol\schema\typescript\v2\ToolRequestUserInputResponse.ts
same | app-server-protocol | .ts | 287 | 287 | app-server-protocol\schema\typescript\v2\ToolsV2.ts
same | app-server-protocol | .ts | 264 | 264 | app-server-protocol\schema\typescript\v2\TurnCompletedNotification.ts
same | app-server-protocol | .ts | 394 | 394 | app-server-protocol\schema\typescript\v2\TurnDiffUpdatedNotification.ts
same | app-server-protocol | .ts | 328 | 328 | app-server-protocol\schema\typescript\v2\TurnError.ts
same | app-server-protocol | .ts | 226 | 226 | app-server-protocol\schema\typescript\v2\TurnInterruptParams.ts
same | app-server-protocol | .ts | 212 | 212 | app-server-protocol\schema\typescript\v2\TurnInterruptResponse.ts
same | app-server-protocol | .ts | 215 | 215 | app-server-protocol\schema\typescript\v2\TurnItemsView.ts
same | app-server-protocol | .ts | 320 | 320 | app-server-protocol\schema\typescript\v2\TurnModerationMetadataNotification.ts
same | app-server-protocol | .ts | 291 | 291 | app-server-protocol\schema\typescript\v2\TurnPlanStep.ts
same | app-server-protocol | .ts | 226 | 226 | app-server-protocol\schema\typescript\v2\TurnPlanStepStatus.ts
same | app-server-protocol | .ts | 341 | 341 | app-server-protocol\schema\typescript\v2\TurnPlanUpdatedNotification.ts
same | app-server-protocol | .ts | 296 | 296 | app-server-protocol\schema\typescript\v2\TurnsPage.ts
same | app-server-protocol | .ts | 262 | 262 | app-server-protocol\schema\typescript\v2\TurnStartedNotification.ts
same | app-server-protocol | .ts | 1846 | 1846 | app-server-protocol\schema\typescript\v2\TurnStartParams.ts
same | app-server-protocol | .ts | 238 | 238 | app-server-protocol\schema\typescript\v2\TurnStartResponse.ts
same | app-server-protocol | .ts | 233 | 233 | app-server-protocol\schema\typescript\v2\TurnStatus.ts
same | app-server-protocol | .ts | 455 | 455 | app-server-protocol\schema\typescript\v2\TurnSteerParams.ts
same | app-server-protocol | .ts | 206 | 206 | app-server-protocol\schema\typescript\v2\TurnSteerResponse.ts
same | app-server-protocol | .ts | 660 | 660 | app-server-protocol\schema\typescript\v2\UserInput.ts
same | app-server-protocol | .ts | 364 | 364 | app-server-protocol\schema\typescript\v2\WarningNotification.ts
same | app-server-protocol | .ts | 399 | 399 | app-server-protocol\schema\typescript\v2\WebSearchAction.ts
same | app-server-protocol | .ts | 237 | 237 | app-server-protocol\schema\typescript\v2\WindowsSandboxReadiness.ts
same | app-server-protocol | .ts | 311 | 311 | app-server-protocol\schema\typescript\v2\WindowsSandboxReadinessResponse.ts
same | app-server-protocol | .ts | 358 | 358 | app-server-protocol\schema\typescript\v2\WindowsSandboxSetupCompletedNotification.ts
same | app-server-protocol | .ts | 218 | 218 | app-server-protocol\schema\typescript\v2\WindowsSandboxSetupMode.ts
same | app-server-protocol | .ts | 223 | 223 | app-server-protocol\schema\typescript\v2\WindowsSandboxSetupStartResponse.ts
same | app-server-protocol | .ts | 281 | 281 | app-server-protocol\schema\typescript\v2\WindowsWorldWritableWarningNotification.ts
same | app-server-protocol | .ts | 202 | 202 | app-server-protocol\schema\typescript\v2\WriteStatus.ts
same | app-server-protocol | .ts | 345 | 345 | app-server-protocol\schema\typescript\Verbosity.ts
same | app-server-protocol | .ts | 372 | 372 | app-server-protocol\schema\typescript\WebSearchAction.ts
same | app-server-protocol | .ts | 215 | 215 | app-server-protocol\schema\typescript\WebSearchContextSize.ts
same | app-server-protocol | .ts | 283 | 283 | app-server-protocol\schema\typescript\WebSearchLocation.ts
same | app-server-protocol | .ts | 440 | 440 | app-server-protocol\schema\typescript\WebSearchToolConfig.ts
same | app-server-protocol | .rs | 1133 | 1133 | app-server-protocol\src\bin\export.rs
same | app-server-protocol | .rs | 1261 | 1261 | app-server-protocol\src\bin\write_schema_fixtures.rs
same | app-server-protocol | .rs | 1367 | 1367 | app-server-protocol\src\protocol\common_tests.rs
same | app-server-protocol | .rs | 25266 | 25266 | app-server-protocol\src\protocol\event_mapping.rs
same | app-server-protocol | .rs | 808 | 808 | app-server-protocol\src\protocol\mappers.rs
same | app-server-protocol | .rs | 831 | 831 | app-server-protocol\src\protocol\serde_helpers.rs
same | app-server-protocol | .rs | 515 | 515 | app-server-protocol\src\protocol\v2\attestation.rs
same | app-server-protocol | .rs | 1553 | 1553 | app-server-protocol\src\protocol\v2\collaboration_mode.rs
same | app-server-protocol | .rs | 563 | 563 | app-server-protocol\src\protocol\v2\current_time.rs
same | app-server-protocol | .rs | 1622 | 1622 | app-server-protocol\src\protocol\v2\environment.rs
same | app-server-protocol | .rs | 3515 | 3515 | app-server-protocol\src\protocol\v2\experimental_feature.rs
same | app-server-protocol | .rs | 928 | 928 | app-server-protocol\src\protocol\v2\feedback.rs
same | app-server-protocol | .rs | 4615 | 4615 | app-server-protocol\src\protocol\v2\hook.rs
same | app-server-protocol | .rs | 1839 | 1839 | app-server-protocol\src\protocol\v2\notification.rs
same | app-server-protocol | .rs | 1427 | 1427 | app-server-protocol\src\protocol\v2\remote_control_tests.rs
same | app-server-protocol | .rs | 6514 | 6514 | app-server-protocol\src\protocol\v2\remote_control.rs
same | app-server-protocol | .rs | 2093 | 2093 | app-server-protocol\src\protocol\v2\review.rs
same | app-server-protocol | .rs | 12896 | 12896 | app-server-protocol\src\schema_fixtures.rs
same | app-server-protocol | .rs | 4903 | 4903 | app-server-protocol\tests\schema_fixtures.rs
same | app-server-test-client | .bazel | 147 | 147 | app-server-test-client\BUILD.bazel
same | app-server-test-client | .sh | 1084 | 1084 | app-server-test-client\scripts\live_elicitation_hold.sh
same | app-server-test-client | .rs | 207 | 207 | app-server-test-client\src\main.rs
same | app-server-transport | .bazel | 143 | 143 | app-server-transport\BUILD.bazel
same | app-server-transport | .rs | 1318 | 1318 | app-server-transport\src\lib.rs
same | app-server-transport | .rs | 1541 | 1541 | app-server-transport\src\outgoing_message.rs
same | app-server-transport | .rs | 26173 | 26173 | app-server-transport\src\transport\auth.rs
same | app-server-transport | .rs | 17148 | 17148 | app-server-transport\src\transport\mod.rs
same | app-server-transport | .rs | 6823 | 6823 | app-server-transport\src\transport\remote_control\desired_state.rs
same | app-server-transport | .rs | 12000 | 12000 | app-server-transport\src\transport\remote_control\segment_tests.rs
same | app-server-transport | .rs | 4021 | 4021 | app-server-transport\src\transport\stdio.rs
same | app-server-transport | .rs | 7814 | 7814 | app-server-transport\src\transport\unix_socket_tests.rs
same | app-server-transport | .rs | 5994 | 5994 | app-server-transport\src\transport\unix_socket.rs
same | app-server | .rs | 428 | 428 | app-server\src\analytics_utils.rs
same | app-server | .rs | 6842 | 6842 | app-server\src\attestation.rs
same | app-server | .rs | 1290 | 1290 | app-server\src\bin\notify_capture.rs
same | app-server | .rs | 633 | 633 | app-server\src\bin\test_notify_capture.rs
same | app-server | .rs | 12860 | 12860 | app-server\src\config_manager.rs
same | app-server | .rs | 38 | 38 | app-server\src\config\mod.rs
same | app-server | .rs | 1128 | 1128 | app-server\src\connection_cleanup.rs
same | app-server | .rs | 7274 | 7274 | app-server\src\connection_rpc_gate.rs
same | app-server | .rs | 5772 | 5772 | app-server\src\filters.rs
same | app-server | .rs | 336 | 336 | app-server\src\image_url.rs
same | app-server | .rs | 890 | 890 | app-server\src\main_tests.rs
same | app-server | .rs | 2574 | 2574 | app-server\src\models.rs
same | app-server | .rs | 1275 | 1275 | app-server\src\request_processors\config_errors.rs
same | app-server | .rs | 1768 | 1768 | app-server\src\request_processors\environment_processor.rs
same | app-server | .rs | 7553 | 7553 | app-server\src\request_processors\feedback_doctor_report.rs
same | app-server | .rs | 6372 | 6372 | app-server\src\request_processors\remote_control_processor.rs
same | app-server | .rs | 4191 | 4191 | app-server\src\request_processors\remote_control_processor\remote_control_processor_tests.rs
same | app-server | .rs | 282 | 282 | app-server\src\request_processors\request_errors.rs
same | app-server | .rs | 5181 | 5181 | app-server\src\request_processors\search.rs
same | app-server | .rs | 6598 | 6598 | app-server\src\request_processors\token_usage_replay.rs
same | app-server | .rs | 23785 | 23785 | app-server\src\request_serialization.rs
same | app-server | .rs | 1307 | 1307 | app-server\src\server_request_error.rs
same | app-server | .rs | 153 | 153 | app-server\tests\all.rs
same | app-server | .rs | 466 | 466 | app-server\tests\common\analytics_server.rs
same | app-server | .bazel | 152 | 152 | app-server\tests\common\BUILD.bazel
same | app-server | .rs | 2878 | 2878 | app-server\tests\common\config.rs
same | app-server | .rs | 2493 | 2493 | app-server\tests\common\mock_model_server.rs
same | app-server | .rs | 3563 | 3563 | app-server\tests\common\responses.rs
same | app-server | .rs | 21360 | 21360 | app-server\tests\suite\fuzzy_file_search.rs
same | app-server | .rs | 905 | 905 | app-server\tests\suite\strict_config.rs
same | app-server | .rs | 2155 | 2155 | app-server\tests\suite\v2\collaboration_mode_list.rs
same | app-server | .rs | 10595 | 10595 | app-server\tests\suite\v2\connection_handling_websocket_unix.rs
same | app-server | .rs | 6592 | 6592 | app-server\tests\suite\v2\environment_info.rs
same | app-server | .rs | 2227 | 2227 | app-server\tests\suite\v2\exec_server_test_support.rs
same | app-server | .rs | 16452 | 16452 | app-server\tests\suite\v2\experimental_feature_list.rs
same | app-server | .rs | 2160 | 2160 | app-server\tests\suite\v2\marketplace_add.rs
same | app-server | .rs | 3984 | 3984 | app-server\tests\suite\v2\marketplace_remove.rs
same | app-server | .rs | 10614 | 10614 | app-server\tests\suite\v2\marketplace_upgrade.rs
same | app-server | .rs | 16086 | 16086 | app-server\tests\suite\v2\mcp_server_status.rs
same | app-server | .rs | 4666 | 4666 | app-server\tests\suite\v2\memory_reset.rs
same | app-server | .rs | 2284 | 2284 | app-server\tests\suite\v2\model_provider_capabilities_read.rs
same | app-server | .rs | 7415 | 7415 | app-server\tests\suite\v2\thread_name_websocket.rs
same | app-server | .rs | 15662 | 15662 | app-server\tests\suite\v2\thread_settings_update.rs
same | app-server | .rs | 17961 | 17961 | app-server\tests\suite\v2\thread_shell_command.rs
same | app-server | .rs | 15311 | 15311 | app-server\tests\suite\v2\thread_unsubscribe.rs
same | app-server |  | 2661 | 2661 | app-server\tests\suite\zsh
same | apply-patch | .bazel | 125 | 125 | apply-patch\BUILD.bazel
same | apply-patch | .toml | 846 | 846 | apply-patch\Cargo.toml
same | apply-patch | .rs | 53 | 53 | apply-patch\src\main.rs
same | apply-patch | .rs | 5859 | 5859 | apply-patch\src\seek_sequence.rs
same | apply-patch | .rs | 35903 | 35903 | apply-patch\src\streaming_parser.rs
same | apply-patch | .rs | 121 | 121 | apply-patch\tests\all.rs
same | apply-patch | .gitattributes | 15 | 15 | apply-patch\tests\fixtures\scenarios\.gitattributes
same | apply-patch | .md | 19 | 19 | apply-patch\tests\fixtures\scenarios\001_add_file\expected\bar.md
same | apply-patch | .txt | 71 | 71 | apply-patch\tests\fixtures\scenarios\001_add_file\patch.txt
same | apply-patch | .txt | 14 | 14 | apply-patch\tests\fixtures\scenarios\002_multiple_operations\expected\modify.txt
same | apply-patch | .txt | 8 | 8 | apply-patch\tests\fixtures\scenarios\002_multiple_operations\expected\nested\new.txt
same | apply-patch | .txt | 9 | 9 | apply-patch\tests\fixtures\scenarios\002_multiple_operations\input\delete.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\002_multiple_operations\input\modify.txt
same | apply-patch | .txt | 143 | 143 | apply-patch\tests\fixtures\scenarios\002_multiple_operations\patch.txt
same | apply-patch | .txt | 30 | 30 | apply-patch\tests\fixtures\scenarios\003_multiple_chunks\expected\multi.txt
same | apply-patch | .txt | 24 | 24 | apply-patch\tests\fixtures\scenarios\003_multiple_chunks\input\multi.txt
same | apply-patch | .txt | 97 | 97 | apply-patch\tests\fixtures\scenarios\003_multiple_chunks\patch.txt
same | apply-patch | .txt | 15 | 15 | apply-patch\tests\fixtures\scenarios\004_move_to_new_directory\expected\old\other.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\004_move_to_new_directory\expected\renamed\dir\name.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\004_move_to_new_directory\input\old\name.txt
same | apply-patch | .txt | 15 | 15 | apply-patch\tests\fixtures\scenarios\004_move_to_new_directory\input\old\other.txt
same | apply-patch | .txt | 123 | 123 | apply-patch\tests\fixtures\scenarios\004_move_to_new_directory\patch.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\005_rejects_empty_patch\expected\foo.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\005_rejects_empty_patch\input\foo.txt
same | apply-patch | .txt | 30 | 30 | apply-patch\tests\fixtures\scenarios\005_rejects_empty_patch\patch.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\006_rejects_missing_context\expected\modify.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\006_rejects_missing_context\input\modify.txt
same | apply-patch | .txt | 79 | 79 | apply-patch\tests\fixtures\scenarios\006_rejects_missing_context\patch.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\007_rejects_missing_file_delete\expected\foo.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\007_rejects_missing_file_delete\input\foo.txt
same | apply-patch | .txt | 59 | 59 | apply-patch\tests\fixtures\scenarios\007_rejects_missing_file_delete\patch.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\008_rejects_empty_update_hunk\expected\foo.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\008_rejects_empty_update_hunk\input\foo.txt
same | apply-patch | .txt | 55 | 55 | apply-patch\tests\fixtures\scenarios\008_rejects_empty_update_hunk\patch.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\009_requires_existing_file_for_update\expected\foo.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\009_requires_existing_file_for_update\input\foo.txt
same | apply-patch | .txt | 72 | 72 | apply-patch\tests\fixtures\scenarios\009_requires_existing_file_for_update\patch.txt
same | apply-patch | .txt | 15 | 15 | apply-patch\tests\fixtures\scenarios\010_move_overwrites_existing_destination\expected\old\other.txt
same | apply-patch | .txt | 4 | 4 | apply-patch\tests\fixtures\scenarios\010_move_overwrites_existing_destination\expected\renamed\dir\name.txt
same | apply-patch | .txt | 5 | 5 | apply-patch\tests\fixtures\scenarios\010_move_overwrites_existing_destination\input\old\name.txt
same | apply-patch | .txt | 15 | 15 | apply-patch\tests\fixtures\scenarios\010_move_overwrites_existing_destination\input\old\other.txt
same | apply-patch | .txt | 9 | 9 | apply-patch\tests\fixtures\scenarios\010_move_overwrites_existing_destination\input\renamed\dir\name.txt
same | apply-patch | .txt | 108 | 108 | apply-patch\tests\fixtures\scenarios\010_move_overwrites_existing_destination\patch.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\011_add_overwrites_existing_file\expected\duplicate.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\011_add_overwrites_existing_file\input\duplicate.txt
same | apply-patch | .txt | 71 | 71 | apply-patch\tests\fixtures\scenarios\011_add_overwrites_existing_file\patch.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\012_delete_directory_fails\expected\dir\foo.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\012_delete_directory_fails\input\dir\foo.txt
same | apply-patch | .txt | 51 | 51 | apply-patch\tests\fixtures\scenarios\012_delete_directory_fails\patch.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\013_rejects_invalid_hunk_header\expected\foo.txt
same | apply-patch | .txt | 7 | 7 | apply-patch\tests\fixtures\scenarios\013_rejects_invalid_hunk_header\input\foo.txt
same | apply-patch | .txt | 55 | 55 | apply-patch\tests\fixtures\scenarios\013_rejects_invalid_hunk_header\patch.txt
same | apply-patch | .txt | 23 | 23 | apply-patch\tests\fixtures\scenarios\014_update_file_appends_trailing_newline\expected\no_newline.txt
same | apply-patch | .txt | 18 | 18 | apply-patch\tests\fixtures\scenarios\014_update_file_appends_trailing_newline\input\no_newline.txt
same | apply-patch | .txt | 109 | 109 | apply-patch\tests\fixtures\scenarios\014_update_file_appends_trailing_newline\patch.txt
same | apply-patch | .txt | 6 | 6 | apply-patch\tests\fixtures\scenarios\015_failure_after_partial_success_leaves_changes\expected\created.txt
same | apply-patch | .txt | 105 | 105 | apply-patch\tests\fixtures\scenarios\015_failure_after_partial_success_leaves_changes\patch.txt
same | apply-patch | .txt | 38 | 38 | apply-patch\tests\fixtures\scenarios\016_pure_addition_update_chunk\expected\input.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\016_pure_addition_update_chunk\input\input.txt
same | apply-patch | .txt | 88 | 88 | apply-patch\tests\fixtures\scenarios\016_pure_addition_update_chunk\patch.txt
same | apply-patch | .txt | 4 | 4 | apply-patch\tests\fixtures\scenarios\017_whitespace_padded_hunk_header\expected\foo.txt
same | apply-patch | .txt | 4 | 4 | apply-patch\tests\fixtures\scenarios\017_whitespace_padded_hunk_header\input\foo.txt
same | apply-patch | .txt | 70 | 70 | apply-patch\tests\fixtures\scenarios\017_whitespace_padded_hunk_header\patch.txt
same | apply-patch | .txt | 4 | 4 | apply-patch\tests\fixtures\scenarios\018_whitespace_padded_patch_markers\expected\file.txt
same | apply-patch | .txt | 4 | 4 | apply-patch\tests\fixtures\scenarios\018_whitespace_padded_patch_markers\input\file.txt
same | apply-patch | .txt | 71 | 71 | apply-patch\tests\fixtures\scenarios\018_whitespace_padded_patch_markers\patch.txt
same | apply-patch | .txt | 29 | 29 | apply-patch\tests\fixtures\scenarios\019_unicode_simple\expected\foo.txt
same | apply-patch | .txt | 25 | 25 | apply-patch\tests\fixtures\scenarios\019_unicode_simple\input\foo.txt
same | apply-patch | .txt | 97 | 97 | apply-patch\tests\fixtures\scenarios\019_unicode_simple\patch.txt
same | apply-patch | .txt | 5 | 5 | apply-patch\tests\fixtures\scenarios\020_delete_file_success\expected\keep.txt
same | apply-patch | .txt | 5 | 5 | apply-patch\tests\fixtures\scenarios\020_delete_file_success\input\keep.txt
same | apply-patch | .txt | 9 | 9 | apply-patch\tests\fixtures\scenarios\020_delete_file_success\input\obsolete.txt
same | apply-patch | .txt | 60 | 60 | apply-patch\tests\fixtures\scenarios\020_delete_file_success\patch.txt
same | apply-patch | .txt | 4 | 4 | apply-patch\tests\fixtures\scenarios\020_whitespace_padded_patch_marker_lines\expected\file.txt
same | apply-patch | .txt | 4 | 4 | apply-patch\tests\fixtures\scenarios\020_whitespace_padded_patch_marker_lines\input\file.txt
same | apply-patch | .txt | 71 | 71 | apply-patch\tests\fixtures\scenarios\020_whitespace_padded_patch_marker_lines\patch.txt
same | apply-patch | .txt | 12 | 12 | apply-patch\tests\fixtures\scenarios\021_update_file_deletion_only\expected\lines.txt
same | apply-patch | .txt | 18 | 18 | apply-patch\tests\fixtures\scenarios\021_update_file_deletion_only\input\lines.txt
same | apply-patch | .txt | 81 | 81 | apply-patch\tests\fixtures\scenarios\021_update_file_deletion_only\patch.txt
